destination port,flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min
443,320,3,0,97,0,85,6,32.33333333,45.61067127,0,0,0.0,0.0,303125.0,9375.0,160.0,222.0315293,317,3,320,160.0,222.0315293,317,3,0,0.0,0.0,0,0,0,0,0,0,60,0,9375.0,0.0,6,85,25.75,39.5,1560.25,0,0,0,0,1,0,0,0,0,34.33333333,32.33333333,0.0,0,0,0,0,0,0,3,97,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0
443,67437075,16,13,9022,5262,1957,0,563.875,630.9537622,1460,0,404.7692308,526.5793947,211.8122709,0.430030514,2408466.964,11300000.0,60000000,4,67400000,4495805.0,15400000.0,60000000,199,7384810,615400.8333,1938264.45,6769307,48,0,0,0,0,332,272,0.237258214,0.192772299,0,1957,476.1333333,578.793557,335001.9816,0,0,0,1,0,0,0,0,0,492.5517241,563.875,404.7692308,0,0,0,0,0,0,16,9022,13,5262,8192,513,15,20,601269.0,0.0,601269,601269,6660917.0,0.0,6660917,6660917
53,69864,1,1,73,125,73,73,73.0,0.0,125,125,125.0,0.0,2834.077637,28.62704683,69864.0,0.0,69864,69864,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.31352342,14.31352342,73,125,90.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,135.5,73.0,125.0,0,0,0,0,0,0,1,73,1,125,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,70363,2,2,102,322,51,51,51.0,0.0,161,161,161.0,0.0,6025.894291,56.84805935,23454.33333,40617.16879,70355,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,28.42402967,28.42402967,51,161,95.0,60.24948133,3630.0,0,0,0,0,0,0,0,0,1,118.75,51.0,161.0,0,0,0,0,0,0,2,102,2,322,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
135,51,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,470588.2353,78431.37255,17.0,26.0,47,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,20,60,19607.84314,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,0,0,0,0,0,0,1,6,3,18,254,2051,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1040,64,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,281250.0,46875.0,32.0,24.04163056,49,15,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,15625.0,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,0,0,0,0,0,0,1,6,2,12,2051,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0
1124,17,12,0,444,0,37,37,37.0,0.0,0,0,0.0,0.0,26100000.0,705882.3529,1.545454545,1.213559752,5,1,17,1.545454545,1.213559752,5,1,0,0.0,0.0,0,0,0,0,0,0,240,0,705882.3529,0.0,37,37,37.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40.08333333,37.0,0.0,0,0,0,0,0,0,12,444,0,0,-1,-1,11,20,0.0,0.0,0,0,0.0,0.0,0,0
443,100217657,8,11,1243,4850,421,0,155.375,183.21879,1460,0,440.9090909,573.94032,60.79766962,0.18958735,5567647.611,15800000.0,58300000,13,100000000,14300000.0,23800000.0,58400000,244,100000000,10000000.0,20600000.0,58300000,49,0,0,0,0,172,232,0.079826253,0.109761097,0,1460,304.65,459.0818382,210756.1342,0,0,0,1,0,0,0,0,1,320.6842105,155.375,440.9090909,0,0,0,0,0,0,8,1243,11,4850,8192,252,7,20,91664.0,32897.43589,114926,68402,48000000.0,14600000.0,58300000,37700000
53,218,2,2,84,212,42,42,42.0,0.0,106,106,106.0,0.0,1357798.165,18348.62385,72.66666667,119.8012243,211,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,9174.311927,9174.311927,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42.0,106.0,0,0,0,0,0,0,2,84,2,212,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
5353,87303666,264,0,31608,0,221,45,119.7272727,62.72749816,0,0,0.0,0.0,362.0466522,3.023927999,331953.1027,2558495.391,32000000,0,87300000,331953.1027,2558495.391,32000000,0,0,0.0,0.0,0,0,0,0,0,0,5256,0,3.023927999,0.0,45,221,120.0716981,62.85913899,3951.271355,0,0,0,0,0,0,0,0,0,120.5265152,119.7272727,0.0,0,0,0,0,0,0,264,31608,0,0,-1,-1,263,0,2985234.0,3549130.212,7005551,15,18800000.0,9988986.452,32000000,8002483
49666,22,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,1090909.091,181818.1818,7.333333333,9.291573243,18,1,0,0.0,0.0,0,0,4,2.0,1.414213562,3,1,0,0,0,0,20,60,45454.54545,136363.6364,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,0,0,0,0,0,0,1,6,3,18,254,2052,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,157,2,2,46,196,23,23,23.0,0.0,98,98,98.0,0.0,1541401.274,25477.70701,52.33333333,84.58329228,150,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,12738.8535,12738.8535,23,98,53.0,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,66.25,23.0,98.0,0,0,0,0,0,0,2,46,2,196,-1,-1,1,0,0.0,0.0,0,0,0.0,0.0,0,0
53,193,2,2,46,196,23,23,23.0,0.0,98,98,98.0,0.0,1253886.01,20725.3886,64.33333333,106.2324495,187,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,10362.6943,10362.6943,23,98,53.0,41.07919181,1687.5,0,0,0,0,0,0,0,0,1,66.25,23.0,98.0,0,0,0,0,0,0,2,46,2,196,-1,-1,1,0,0.0,0.0,0,0,0.0,0.0,0,0
49167,59,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,305084.7458,50847.45763,29.5,27.57716447,49,10,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,20,40,16949.15254,33898.30508,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,0,0,0,0,0,0,1,6,2,12,2052,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0
123,85015294,14,14,672,672,48,48,48.0,0.0,48,48,48.0,0.0,15.80892022,0.329352505,3148714.593,13100000.0,68000000,3,85000000,6539631.308,18700000.0,68000000,3,85000000,6539630.923,18700000.0,68000000,3,0,0,0,0,312,312,0.164676252,0.164676252,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,49.71428571,48.0,48.0,0,0,0,0,0,0,14,672,14,672,-1,-1,13,0,3507686.0,4960519.533,7015303,69,39000000.0,41000000.0,68000000,9999891
138,61467160,24,0,5640,0,235,235,235.0,0.0,0,0,0.0,0.0,91.75631345,0.390452398,2672485.217,12800000.0,61500000,1,61500000,2672485.217,12800000.0,61500000,1,0,0.0,0.0,0,0,0,0,0,0,240,0,0.390452398,0.0,235,235,235.0,0.0,0.0,0,0,0,0,0,0,0,0,0,244.7916667,235.0,0.0,0,0,0,0,0,0,24,5640,0,0,-1,-1,23,0,21.0,0.0,21,21,61500000.0,0.0,61500000,61500000
137,4020868,252,0,16920,0,68,50,67.14285714,3.840887774,0,0,0.0,0.0,4208.046621,62.67303478,16019.39442,178369.5471,2002373,1,4020868,16019.39442,178369.5471,2002373,1,0,0.0,0.0,0,0,0,0,0,0,4320,0,62.67303478,0.0,50,68,67.14624506,3.833638152,14.69678148,0,0,0,0,0,0,0,0,0,67.41269841,67.14285714,0.0,0,0,0,0,0,0,252,16920,0,0,-1,-1,251,0,0.0,0.0,0,0,0.0,0.0,0,0
137,48,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,2583333.333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,0,0,41666.66667,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,0,0,0,0,0,0,2,124,0,0,-1,-1,1,0,0.0,0.0,0,0,0.0,0.0,0,0
53,23544,1,1,45,106,45,45,45.0,0.0,106,106,106.0,0.0,6413.523615,84.94733265,23544.0,0.0,23544,23544,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,42.47366633,42.47366633,45,106,65.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,98.0,45.0,106.0,0,0,0,0,0,0,1,45,1,106,-1,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0
53,192,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,1041666.667,20833.33333,64.0,104.7902667,185,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,10416.66667,10416.66667,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34.0,66.0,0,0,0,0,0,0,2,68,2,132,-1,-1,1,0,0.0,0.0,0,0,0.0,0.0,0,0
53,24014,2,2,68,190,34,34,34.0,0.0,95,95,95.0,0.0,10743.73282,166.5695011,8004.666667,13861.0253,24010,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,0,0,83.28475056,83.28475056,34,95,58.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,73.0,34.0,95.0,0,0,0,0,0,0,2,68,2,190,-1,-1,1,0,0.0,0.0,0,0,0.0,0.0,0,0
5355,99820,24,0,672,0,28,28,28.0,0.0,0,0,0.0,0.0,6732.117812,240.432779,4340.0,20798.65155,99750,1,99820,4340.0,20798.65155,99750,1,0,0.0,0.0,0,0,0,0,0,0,120,0,240.432779,0.0,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29.16666667,28.0,0.0,0,0,0,0,0,0,24,672,0,0,-1,-1,23,0,0.0,0.0,0,0,0.0,0.0,0,0
49666,12,1,3,6,18,6,6,6.0,0.0,6,6,6.0,0.0,2000000.0,333333.3333,4.0,6.08276253,11,0,0,0.0,0.0,0,0,12,6.0,7.071067812,11,1,0,0,0,0,20,60,83333.33333,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,3,7.5,6.0,6.0,0,0,0,0,0,0,1,6,3,18,254,2053,0,20,0.0,0.0,0,0,0.0,0.0,0,0
137,93624220,38,38,2116,2200,68,50,55.68421053,8.479244176,62,56,57.89473684,2.826414725,46.09918246,0.811755761,1248322.933,6372798.03,54500000,3,93600000,2530381.865,8952519.204,54500000,3,93600000,2530379.73,8952523.876,54500000,3,0,0,0,0,820,820,0.405877881,0.405877881,50,68,56.93506494,6.461093403,41.74572796,0,0,0,0,0,0,0,0,1,57.68421053,55.68421053,57.89473684,0,0,0,0,0,0,38,2116,38,2200,-1,-1,37,10,3935064.333,6657832.654,11600000,513,22600000.0,27600000.0,54500000,5036751
49413,2,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,9000000.0,1500000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,500000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,0,0,0,0,0,0,1,6,2,12,2053,254,0,20,0.0,0.0,0,0,0.0,0.0,0,0
389,515,11,4,172,326,79,0,15.63636364,31.4492376,163,0,81.5,94.10809388,966990.2913,29126.21359,36.78571429,36.14538713,104,1,515,51.5,53.20244355,147,1,253,84.33333333,144.3375673,251,1,0,0,0,0,368,144,21359.2233,7766.990291,0,163,31.125,57.86060836,3347.85,0,0,0,1,0,0,0,0,0,33.2,15.63636364,81.5,0,0,0,0,0,0,11,172,4,326,29200,2081,4,32,0.0,0.0,0,0,0.0,0.0,0,0
88,1133,10,6,3150,3152,1575,0,315.0,632.5616351,1576,0,525.3333333,813.8429005,5562224.184,14121.80053,75.53333333,218.9764719,864,1,1133,125.8888889,324.1729648,987,1,1043,208.6,369.4621767,864,4,0,0,0,0,336,208,8826.125331,5295.675199,0,1576,370.7058824,671.9757031,451551.3456,0,0,0,1,0,0,0,0,0,393.875,315.0,525.3333333,0,0,0,0,0,0,10,3150,6,3152,29200,2081,3,32,0.0,0.0,0,0,0.0,0.0,0,0
389,15211,17,11,3452,6654,1313,0,203.0588235,425.7784739,3069,0,604.9090909,1009.026507,664387.6142,1840.773125,563.3703704,2563.128559,13377,1,15211,950.6875,3319.853465,13377,1,14972,1497.2,4373.645207,13939,1,0,0,0,0,560,368,1117.612254,723.1608704,0,3069,348.4827586,714.2978381,510221.4015,0,0,0,1,0,0,0,0,0,360.9285714,203.0588235,604.9090909,0,0,0,0,0,0,17,3452,11,6654,29200,2075,10,32,0.0,0.0,0,0,0.0,0.0,0,0
88,1122,9,6,3150,3152,1575,0,350.0,694.5097192,1576,0,525.3333333,813.8429005,5616755.793,13368.98396,80.14285714,208.6542437,802,1,1122,140.25,303.119849,887,1,1057,211.4,331.3288397,802,47,0,0,0,0,304,208,8021.390374,5347.593583,0,1576,393.875,704.585067,496440.1167,0,0,0,1,0,0,0,0,0,420.1333333,350.0,525.3333333,0,0,0,0,0,0,9,3150,6,3152,29200,2081,2,32,0.0,0.0,0,0,0.0,0.0,0,0
389,1314441,28,19,5114,8670,1313,0,182.6428571,341.3562508,3069,0,456.3157895,774.3691377,10486.58707,35.75664484,28574.80435,162612.0241,1097107,1,1314441,48683.0,211542.1252,1097107,1,1314342,73019.0,259381.6841,1097434,3,0,0,0,0,912,624,21.30183097,14.45481387,0,3069,287.1666667,562.513256,316421.1631,0,0,0,1,0,0,0,0,0,293.2765957,182.6428571,456.3157895,0,0,0,0,0,0,28,5114,19,8670,29200,2078,16,32,0.0,0.0,0,0,0.0,0.0,0,0
53,193,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1347150.259,20725.3886,64.33333333,70.92484285,142,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,10362.6943,10362.6943,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,172,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,930232.5581,23255.81395,57.33333333,94.10809388,166,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11627.90698,11627.90698,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,162,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,987654.321,24691.35802,54.0,87.46999486,155,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12345.67901,12345.67901,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,177,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1254237.288,22598.87006,59.0,100.4589468,175,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11299.43503,11299.43503,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,172,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1290697.674,23255.81395,57.33333333,97.57219549,170,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11627.90698,11627.90698,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,166,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,963855.4217,24096.38554,55.33333333,89.77935917,159,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12048.19277,12048.19277,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,162,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1703703.704,24691.35802,54.0,88.33459119,156,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12345.67901,12345.67901,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,302,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1079470.199,13245.03311,100.6666667,92.93187469,188,3,3,3.0,0.0,3,3,188,188.0,0.0,188,188,0,0,0,0,64,64,6622.516556,6622.516556,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,197,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1401015.228,20304.56853,65.66666667,106.8097998,189,4,189,189.0,0.0,189,189,4,4.0,0.0,4,4,0,0,0,0,64,64,10152.28426,10152.28426,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
88,104,1,4,0,12,0,0,0.0,0.0,6,0,3.0,3.464101615,115384.6154,48076.92308,26.0,33.57578493,72,1,0,0.0,0.0,0,0,74,24.66666667,40.99186911,72,1,0,0,0,0,32,104,9615.384615,38461.53846,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0.0,3.0,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
88,86,1,4,0,12,0,0,0.0,0.0,6,0,3.0,3.464101615,139534.8837,58139.53488,21.5,34.6554469,73,1,0,0.0,0.0,0,0,75,25.0,41.56921938,73,1,0,0,0,0,32,104,11627.90698,46511.62791,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0.0,3.0,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,181,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1226519.337,22099.44751,60.33333333,102.7683479,179,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11049.72376,11049.72376,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,233,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,952789.6996,17167.38197,77.66666667,132.7905619,231,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8583.690987,8583.690987,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,297,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1097643.098,13468.01347,99.0,92.26050076,187,3,3,3.0,0.0,3,3,187,187.0,0.0,187,187,0,0,0,0,64,64,6734.006734,6734.006734,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,217,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1198156.682,18433.17972,72.33333333,120.088856,211,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9216.589862,9216.589862,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,169,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1633136.095,23668.63905,56.33333333,91.51138363,162,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11834.31953,11834.31953,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
88,747,2,2,500,2860,250,250,250.0,0.0,1430,1430,1430.0,0.0,4497991.968,5354.752343,249.0,387.7099431,696,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,64,2677.376171,2677.376171,250,1430,722.0,646.3126179,417720.0,0,0,0,0,0,0,0,0,1,902.5,250.0,1430.0,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,199,2,2,142,242,71,71,71.0,0.0,121,121,121.0,0.0,1929648.241,20100.50251,66.33333333,110.5727513,194,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,10050.25126,10050.25126,71,121,91.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,113.75,71.0,121.0,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,366,4,4,116,116,29,29,29.0,0.0,29,29,29.0,0.0,633879.7814,21857.9235,52.28571429,28.63397915,89,1,228,76.0,92.24424101,179,1,236,78.66666667,52.25259164,139,48,0,0,0,0,128,128,10928.96175,10928.96175,29,29,29.0,0.0,0.0,0,0,0,0,0,0,0,0,1,32.625,29.0,29.0,0,0,0,0,0,0,4,116,4,116,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0
53,163,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,2000000.0,24539.8773,54.33333333,54.77529857,112,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,12269.93865,12269.93865,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,167,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,958083.8323,23952.09581,55.66666667,91.22134253,161,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11976.0479,11976.0479,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,159,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1735849.057,25157.2327,53.0,85.73797292,152,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12578.61635,12578.61635,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
88,418,2,2,352,358,176,176,176.0,0.0,179,179,179.0,0.0,1698564.593,9569.37799,139.3333333,236.1362601,412,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,4784.688995,4784.688995,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176.0,179.0,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,154,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1792207.792,25974.02597,51.33333333,83.71578903,148,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,245,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,906122.449,16326.53061,81.66666667,139.7187651,243,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8163.265306,8163.265306,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,138,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,2000000.0,28985.50725,46.0,75.34586916,133,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,64,64,14492.75362,14492.75362,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,181,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1226519.337,22099.44751,60.33333333,102.7683479,179,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11049.72376,11049.72376,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,178,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1247191.011,22471.91011,59.33333333,101.0362971,176,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11235.95506,11235.95506,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,171,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,935672.5146,23391.81287,57.0,92.66606714,164,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11695.90643,11695.90643,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
